post_shortcode;final_data;kalimat
DHiYTyszS9L;maaf tpp pppk nakes surabaya jelas kata;['daerah', 'kedurus', 'mati', 'pemberitahuan']
DHiYTyszS9L;dijojoran pdamx pakai sanyoodirumah klre malam air pdamx;['baik', 'berangkat', 'biasa', 'kerja']
DHiYTyszS9L;assalamualaikum salam nusantara moga umur panjang manfaat masyarakat;['lambat']
DHiYTyszS9L;air keruh daerah tempel sukorejo iv pak;['jam', 'kedurus', 'normal', 'selesai']
DHiYTyszS9L;best leader;['aktivitas', 'daerah', 'kebraon', 'pagi']
DHiYTyszS9L;pdam surabaya diskon tarif pln operator seluler;['kedurus', 'mati']
DHiYTyszS9L;air tidak keluar jam sibuk komplain pdam dapat solusi suruh pasang pompa air pasang tandon;['daerah', 'lontar', 'mati']
DHiYTyszS9L;maaf daerah surabaya barat air kotor alir tidak deras bayar mahal turun tarif air pdam;['lontar', 'mati']
DHiYTyszS9L;air tidak minum;[]
DHiYTyszS9L;apa murah masuk gang kecil tarif atas bukti;['allah', 'masya', 'tabarakallah']
DHiYTyszS9L;nyala kak;['cerah']
DHiYTyszS9L;sip;['berkah', 'moga', 'pihak']
DHiYTyszS9L;bohong;['manfaat']
DHiYTyszS9L;murah keruh kotor;[]
DHiYTyszS9L;murah tarif pdam turun;['subhanallah']
DHiYTyszS9L;nyata nya;['aamiin']
DHiYTyszS9L;air ga keluar keluar malam aja habis isya jam;['masyaallah']
DHiYTyszS9L;harga;[]
DHiYTyszS9L;karangrejo air pdam nya pasir lapor kali kali;['air', 'aktivitas', 'area', 'dampak', 'kedurus', 'mati', 'nya', 'padam']
DHiYTyszS9L;daerah kedurus air nya kotor;['masyaallah']
DHiYTyszS9L;idem puol pole bumd daya bukan manfaat pihak salam nuswantoro jaya salam indonesia;['allah', 'masya']
DHiYTyszS9L;coba balas survey;['area', 'kedurus', 'mati', 'pemberitahuan', 'siap']
DHiYTyszS9L;mohon tolong usia beri kerja keluarga warga surabaya;['catat', 'meter', 'tanggal']
DHiYTyszS9L;pdam air minum kawan suka ta minum air pdam rebus aja aneh jaman an sanggup minum pakai mandi aja keruh;['foto', 'susah', 'unggah']
DHiYTyszS9L;air pdam murah butekpercuma kak;['daerah', 'informasi', 'jam', 'lontar', 'maret', 'pagi']
DHhkxI3zgfi;selamat air kawan;['baik', 'dampak', 'jalan', 'mastrip', 'rumah', 'sore']
DHhkxI3zgfi;selamat;['kasih', 'langgan', 'nya', 'padam', 'rencana', 'tampung', 'terima']
DHhkxI3zgfi;selamat air;['amin', 'lancar', 'moga', 'puasa']
DHhkxI3zgfi;selamat air;[]
DHhkxI3zgfi;keren;[]
DHhkxI3zgfi;mari jaga hemat air;['daerah', 'keluar', 'pagi', 'tidak']
DHhkxI3zgfi;air zat kimia atom hidrogen atom oksigen rumus kimia ho globeshowingasia australia;['minn']
DHhkxI3zgfi;admin air rumah ngalirnya kecil tidak dalam;['my']
DHfjhrev02K;selamat air;['beli']
DHfjhrev02K;keren;['admin', 'keren']
DHfjhrev02K;keren;['bikin', 'tiktok']
DHYZ_s2vGMk;admin cek pesan;['manfaat', 'moga', 'sukses']
DHYZ_s2vGMk;halo kak kebraon sek suwe ta nyala gaada informasi sama sekali moro mati kawan;['biaya', 'kota', 'langgan', 'pdam', 'surabaya', 'tagih']
DHVUmqaP_tB;pdam kebraon mati bos ku mati jam aduh gin kantor joget joget tiktok heran;['bayar', 'daftar', 'kantor', 'kontrak', 'maaf', 'pemberitahuan', 'survey', 'whatsapp']
DHVUmqaP_tB;pdam kebraon mati;['baratajaya', 'informasi', 'mohon']
DHVUmqaP_tB;selesai jam;['halo', 'manuk', 'rumah']
DHVUmqaP_tB;pdam kebraon grandharvest mati pagi pagi admin;['keluar', 'minn', 'pelan']
DHVUmqaP_tB;admin daerah dukuh bulu air mati hari admin;['dampak', 'jalan', 'kecil', 'keluar', 'kena', 'nya', 'sore']
DHVUmqaP_tB;air pdam kebraon mati tidak informasi sekalikacau jam aktivitas kerja sekolah loh;['admin', 'alir', 'informasi', 'kecil', 'kencang', 'lanjut', 'lontar', 'malam', 'mohon', 'pintu', 'raya', 'tindak']
DHVUmqaP_tB;unggah foto meter aplikasi susah loading;['salam']
DHVUmqaP_tB;pdam kebraon nyala berangkat kerja sekolah mohon alir air;['barat', 'kecil', 'pakuwon', 'surabaya']
DHVUmqaP_tB;giat kerja mati alir air pdam warga pemberitahuan warga siap dampak kebraon mati jam alir pdam profesional dalam layan masyarakat bukan maaf tidak budaya layan;['biasa', 'indah']
DHVUmqaP_tB;pdam kebraon mati;[]
DHVUmqaP_tB;biasa suka mati air tidak pakai umum;['salam']
DHVUmqaP_tB;ditindaklanjuti admin air kebraon mati subuh berangkat kerja ga mandi terima kasih;['pdam', 'sembada', 'surya']
DHVUmqaP_tB;pdam kebraon mati anak suami sekolah kerja tidak air;['air', 'bayar', 'estimasi', 'ganggu', 'jam', 'keluar', 'mahal', 'siang']
DHVUmqaP_tB;nyala air admin daerah kemlaten;[]
DHVUmqaP_tB;jelang sore alir;['daerah', 'informasi', 'kak', 'mati', 'pdam']
DHVUmqaP_tB;daerah lontar tidak alir air;['bayar', 'ganti', 'keran', 'kerja', 'selesai', 'stop']
DHVUmqaP_tB;air mati lamaa kebraon pagi niiih mandi uda soreee;['info', 'mantap']
DHVUmqaP_tB;kolom komen estimasi jam selesai jam set air;['air', 'bukan', 'daerah', 'hujan', 'kota', 'masuk', 'nya', 'rumah', 'sambung', 'sulit', 'tampung']
DHVUmqaP_tB;pantau sumber balas klumprik admin;['keren']
DHVUmqaP_tB;pdam daerah kebraon mati jam pak air mati jam aktivitas;['bukan', 'cenderung', 'kecil', 'keluar', 'puasa']
DHVUmqaP_tB;selamat pagi kak admin air kebraon balas klumprik smpe pagi alir mohon informasi macet diperbaikki terima kasih;['air']
DHVUmqaP_tB;pdam kebraon mati;['minum', 'nya']
DHVUmqaP_tB;air padam wilayah lurah kebraon baik selesai nyala normal terimakasih;['aju', 'apa', 'aplikasi', 'cis', 'hapus', 'informasi', 'juga', 'kendala']
DHVUmqaP_tB;sumber bongko banyumucak;['induk', 'pasang', 'pdam', 'pipa']
DHVUmqaP_tB;ditindaklanjuti kena marah warga dampak air padam jam pagi air dalam proses normalisasi nyata air;['respon']
DHVUmqaP_tB;ayoo tidak nyala air kebraon akeh aktivitas;['hujan']
DHVUmqaP_tB;kasih informasi mati;['edukasi']
DHVUmqaP_tB;kamar mandi ku pesing ga gebyursampai area balasklumprik mati air;['terus']
DHVUmqaP_tB;kebraon indah permai air mati pagi;['admin', 'dalam', 'kecil', 'malam', 'nunggu', 'nya', 'rumah']
DHVUmqaP_tB;kebraon pdam nya mati bos jam kerja berangkat kerja tidak mandi;['pdam']
DHVUmqaP_tB;pdam kebraon mati sebentar;['air', 'bersih', 'daerah', 'kasih', 'pakai', 'sembada', 'sumur', 'surabaya', 'surya', 'terima']
DHVUmqaP_tB;kebraon mati om air allah;['ga', 'karang', 'keluar']
DHVUmqaP_tB;kebraon utama mati pagi;['daerah', 'mati', 'mohon', 'perhati']
DHVUmqaP_tB;pdam kebraon mati tadipagi knapa;['kanan', 'karang', 'kiri', 'maret', 'normal', 'nya', 'tetangga', 'wiyung']
DHVUmqaP_tB;kemlaten mati air admin;['admin', 'pesan']
DHVUmqaP_tB;daan tidak info pas mandi nguras pagipas air mati;['anyar', 'barat', 'gunung', 'induk', 'iv', 'masuk', 'nya', 'pipa', 'tambak']
DHVUmqaP_tB;pdam kebraon jam alir;[]
DHVUmqaP_tB;pakk pdam kebraon mati;['cek', 'kampung', 'kawasan', 'malam', 'mohon', 'seng']
DHVUmqaP_tB;sido nya jam piro admin kebraon;['lapor', 'mohon', 'tanggal', 'via', 'whatsapp']
DHVUmqaP_tB;air daerah kebraon;['kontrak', 'pasang', 'surat', 'tanah', 'usaha']
DHVUmqaP_tB;baik mohon pemberitahuan siap air air bersih bak mandi tidak campur air keruh kuras bak mandi mohon jadi timbang;['baik', 'manuk', 'sih']
DHVUmqaP_tB;semangat pak;['sih']
DHVUmqaP_tB;lontar;['capek', 'sih']
DHVUmqaP_tB;pdam klumprik mati;['adu', 'aplikasi', 'bocor', 'cepat', 'gerak', 'good', 'hari', 'job', 'kira', 'loh', 'nya', 'rumah']
DHVUmqaP_tB;pdam kebraon mati;['buka', 'ijin', 'tutup']
DHVUmqaP_tB;kebraon mati air pdam pagi;['an', 'area', 'baik', 'keruh', 'tegalsari']
DHVUmqaP_tB;mbok umum mati admin kali kali komplain tidak perhati saran customer kan baik planningnya tidak grusak grusuk;['kasih', 'ok', 'terima']
DHVUmqaP_tB;waduuh pdam kebraon kahhh tolongg pakk nyala airnyaa butuh iniii;['ga', 'informasi', 'wiyung']
DHVUmqaP_tB;jam kebraon pdamnya bos;['an', 'habis', 'keluarga', 'pakai', 'ribu', 'tarif']
DHVUmqaP_tB;kebraon informasi poko minnnnnn berangkat kerja raup tok;['cantik', 'lurah', 'medok']
DHVUmqaP_tB;daerah muhammad tepat dukuh kawal kendal air mati malam lancar kali kali;['ke', 'proses', 'resmi', 'surat']
DHUega5zmZz;halo admin daerah kedurus air pagi air mati;['banget', 'bau', 'kaporit']
DHUega5zmZz;daerah bogangin kedurus mati pemberitahuan admin auto nabrak nabrak;['mem']
DHUega5zmZz;biasa baik pagi berangkat kerja jam baik;['habis']
DHUega5zmZz;postingannya lambat admin;['bayar', 'tidak']
DHUega5zmZz;kedurus selesai jam berapa air normal;['kawan', 'kualitas', 'remaja', 'stabil', 'tahun']
DHUega5zmZz;minmin daerah kebraon b kok pagi aktivitas tidak air;['benar', 'biaya', 'ganti', 'gratis', 'meter']
DHUega5zmZz;kedurus mati admin air;['anak', 'apa', 'bak', 'campur', 'cuci', 'dan', 'jelek', 'kadang', 'kayak', 'kualitas', 'main', 'putih', 'sampai', 'sekali']
DHUega5zmZz;daerah lontar mati;['aju', 'buram', 'embun', 'ganti', 'kaca', 'laku', 'meter', 'rumah']
DHUega5zmZz;lontar mati;[]
DHS9657vkdw;rabb;['surat']
DHS9657vkdw;masya allah tabarakallah;['aplikasi', 'lanjut', 'mati', 'meter', 'tidak', 'tugas']
DHS9657vkdw;cerah;['bayar', 'cek', 'klu', 'meter', 'susah', 'tugas']
DHS9657vkdw;moga berkah pihak;['gratis']
DHS9657vkdw;manfaat admin;['benar', 'ganti', 'meter', 'nya', 'protes', 'tagih', 'tahun']
DHS9657vkdw;masyaallaah;['barat', 'ganti', 'surabaya']
DHS9657vkdw;subhanallah;['ganti', 'informasi', 'kait', 'langgan', 'lurah', 'masyarakat', 'memang', 'meter', 'mohon', 'program', 'rw', 'sampai', 'terus', 'warga']
DHS9657vkdw;aamiin;['ganti', 'gratis', 'keran', 'ngga', 'nya']
DHS9657vkdw;masyaallah;['admin', 'ga']
DHS9657vkdw;mashaallah;['bulan', 'buram', 'lanjut', 'meter', 'putar', 'tindak']
DHS9657vkdw;air mati padam air nya aktivitas area dampak nya kedurus mati;['aju', 'camat', 'ganti', 'kaca', 'lurah', 'meter', 'sawah']
DHS9657vkdw;masyaallah;['biaya', 'ganti', 'kena', 'lapor', 'meter']
DHS9657vkdw;masya allah;['ganti', 'meter']
DHS9657vkdw;mati air pemberitahuan dongbiar siap area kedurus mati sihhh;['buram', 'meter', 'tambak']
DHSuwpSv6sT;catat meter mulai tanggal;['buram', 'lanjut', 'lapor', 'meter', 'tindak']
DHSuwpSv6sT;unggah foto susah;['anyar', 'gunung']
DHQO6OZvT7R;tidak informasi air mati maret jam pagi daerah lontar;['ketintang', 'lokasi']
DHN4iWUv4-U;rumah dampak daerah jalan mastrip baik sore;['jarang', 'ratus']
DHN4iWUv4-U;rencana padam pdam share instagram minimal langgan tampung air nya terima kasih;['area', 'gunung', 'nunggu', 'pakis', 'sawah']
DHI-cH5PNUe;moga puasa lancar amin rab palmsuptogethermedium darkskintone;['aja']
DHI-cH5PNUe;jos;['mantap']
DHI-cH5PNUe;syukron katsiron;['lanjut', 'mantap']
DHIHzU8Pa6Q;pagi daerah krembangan air tidak keluar;['ganti', 'hujan', 'kak', 'kena', 'perlu', 'putar']
DHGSnPpvOZ_;seru minn;['bayar', 'ganti', 'keran', 'kerja', 'selesai', 'stop']
DHGSnPpvOZ_;oh my god;['admin', 'benar', 'bilang', 'ganti', 'gratis', 'meter', 'pdam', 'permisi', 'program', 'tugas']
DHGSnPpvOZ_;mikir beli takjil;['cepat', 'layan', 'mantap']
DHGSnPpvOZ_;keren admin mudah tertawa;['kualitas']
DHGSnPpvOZ_;nungguin buka nyemil enak;['baik', 'bak', 'kotor', 'memang', 'nguras', 'pakis', 'permisi']
DHGSnPpvOZ_;bikin admin video tiktok bikin ketawa unggah air aja;['abu', 'coklat', 'cuci', 'januari', 'keruh', 'layak', 'piring']
DHGSnPpvOZ_;naya mampu spesial sahabat;['admin', 'kotor', 'kupang', 'maaf', 'malam', 'out', 'selamat']
DHF0eVMP3bF;moga sukses manfaat;['daerah', 'mati', 'utara']
DHF0eVMP3bF;langgan pdam kota surabaya ringan biaya tagih pdam;['baik', 'barusan', 'gunung', 'ikip', 'kecil', 'keluar', 'malam', 'pagi', 'pdamnya', 'perum']
DHF0eVMP3bF;maaf daftar survey whatsapp pemberitahuan kantor bayar kontrak;['selesai']
DHFE3mnTKgn;selamat pagi mohon cek pesan ganggu air injoko gayung;['anyar', 'ikip', 'keluar', 'lancar', 'perum']
DHFE3mnTKgn;mohon informasi baratajaya mati air;['info', 'kasih', 'nya', 'terima', 'update']
DHFE3mnTKgn;halo admin manuk kulon rumah;['alir', 'anyar', 'dampak', 'gunung', 'kecil', 'rumah', 'tambak']
DHFE3mnTKgn;pelan minn keluar airx selesei;['hasil']
DHFE3mnTKgn;jalan arjuno kena dampak sore air keluar nya kecil;['bocor', 'cek', 'daerah', 'mohon', 'pipa']
DHFE3mnTKgn;mohon informasi admin raya lontar pintu keluar ptc alir air kecil malam kencang kecil mohon tindak lanjut admin;['belakang', 'depan', 'kanan', 'kiri', 'meter', 'pindah']
DHD-TmYPOhZ;salam makassar;['setro', 'utara']
DHD-TmYPOhZ;air pakuwon surabaya barat kecil;['lurah', 'rungkut']
DHDjEXfvJbe;biasa indah bagi;['air', 'alir', 'baik', 'deras', 'isi', 'kecil', 'lambat', 'meter', 'nya', 'pelan', 'putar', 'siang', 'tandon', 'tempat']
DHDjEXfvJbe;abah aripin;['bayar', 'beli', 'denda', 'keran', 'meter', 'stop']
DHDjEXfvJbe;salam kenal travel pijat keseleo kecetit;['aplikasi', 'cis', 'promo']
DHDjEXfvJbe;pdam surya sembada;['bayar', 'tanggal']
DHDctmAvZFn;siang air ga keluar tambah ganggu estimasi jam bayar mahal air keluar mau;['apa', 'kak', 'promo']
DHDctmAvZFn;optimalisasi;['ada', 'diskon', 'indomaret', 'jarang', 'kakak']
DHBNUewvlO9;kak minta informasi daerah bangking pdam mati;['mati', 'surabaya']
DHBNUewvlO9;kerja ganti stop keran selesai bayar;['adu', 'ganti', 'hingga', 'kerja', 'meter', 'tanggap']
DHBNUewvlO9;resap keluar pipa dalam pdam deteksi mohon cerah;['moga', 'semangat', 'sukses']
DHAQvCRPnjG;mantap info admin;['mantap']
DHAQvCRPnjG;daerah sulit air air tampung air hujan sambung pdam masuk rumah kota bukan pelosok desa desa sedih nya;['dikit', 'jam', 'jemurwonosari', 'keluar', 'malam', 'pagi', 'siang']
DHAQvCRPnjG;keren;['tanggap']
DHAQvCRPnjG;bukan puasa kecil cenderung tidak keluar;['cinta', 'good', 'job', 'rencana', 'teman']
DHAQvCRPnjG;buang air air aset;['cantik', 'mas', 'mbak', 'sehat']
DHAQvCRPnjG;air nya minum teknologi terap;['baca', 'pesan']
DG9c3V9TbvE;puasa air kecil cenderung tidak keluar daerah tambak dalam asemrowo;['informasi', 'komunikasi']
DG9c3V9TbvE;aju undur kendala apa juga tidak informasi aplikasi cis hapus;['mati', 'pdam', 'rumah', 'sore', 'sulit']
DG9c3V9TbvE;rata pasang pipa pdam persil gudang pasang pipa induk pdam;['air', 'alir', 'daerah', 'memang', 'sidotopo']
DG7iaIrv7g2;respon;['semangat']
DG5o0bYPl3m;editor hujan;['admin', 'semangat']
DG5o0bYPl3m;edukasi;['ga', 'pagi', 'pemberitahuan', 'sambikerep']
DG5o0bYPl3m;moga kualitas air nya bukan edukasi masyarakat tidak lapor perihal air keruh mohon perhati terima kasih;['sehat', 'semangat', 'teman']
DG5o0bYPl3m;terus benah terus baik terus unggul;['barat', 'bocor', 'bu', 'gunung', 'hampir', 'jalan', 'kupang', 'tindak']
DG5o0bYPl3m;admin daerah jojoran rumah keluar nya kecil admin nunggu malam dalam rumah air nya admin;['ayo', 'biar', 'cepat', 'keluar', 'kerja', 'semangat']
DG5o0bYPl3m;kecewa pdam;['admin', 'sore', 'update']
DG5o0bYPl3m;terima kasih pdam surya sembada surabaya daerah karah nikmat air bersih pakai air sumur timbul;['an', 'anak', 'jalan', 'konfirmasi', 'mastrip', 'rumah', 'rw', 'surabaya', 'uang', 'whatsapp']
DG2-SwkTIGZ;karang menjangan admin air ga keluar;['air', 'anyar', 'baik', 'gunung', 'ijin', 'info', 'itu', 'jam', 'keluar', 'lancar', 'macet', 'malam', 'normal', 'normalisasi', 'nunggu', 'nya', 'pagi', 'pun']
DG2-SwkTIGZ;daerah tales mati mohon perhati;['bingung', 'bocor', 'ga', 'keluar', 'mandi', 'nya', 'pantas']
DG2-SwkTIGZ;karang wiyung maret tidak keluartapi tetangga kanan kiri air nya normal;['bayar', 'gojek', 'indomaret', 'rp', 'tagih']
DG2mO-zvQQ9;pesan admin;['adu', 'area', 'cek', 'kapas', 'madya', 'pam', 'pipa', 'salur', 'suruh', 'tagih']
DG2mO-zvQQ9;pipa induk masuk sepenuh nya gunung anyar tambak iv modern barat;['film', 'ga', 'ubah']
DG2mO-zvQQ9;bendul bayune matilekkk;['enak']
DG1_UYvvw4r;admin kawasan kampung seng air malam mohon cek;['gaada', 'kodam', 'pemberitahuan', 'total']
DGz3lzlveb1;mohon maaf bantu menindaklanjuti lapor air keruh daerah ngagel jaya selatan tanggal februari lapor via whatsapp tanggal maret lapor via whatsapp mohon perhati kualitas air guna butuh hari terima kasih clappinghandslightskintone;['keren']
DGz3lzlveb1;nyala;['keren']
DGz3lzlveb1;pasang kena biaya admin;['keren']
DGz3lzlveb1;admin pasang pdam usaha kontrak surat tanah;['gaada', 'halo', 'informasi', 'kak', 'kawan', 'kebraon', 'nyala', 'sama', 'sekali', 'ta']
DGz3lzlveb1;admin sahur sahur air manuk matiin sih baik;['lontar']
DGxUyZ-voIy;admin;['kali', 'kan', 'komplain', 'perhati', 'umum']
DGxUyZ-voIy;dadak sih;['cerah', 'dalam', 'keluar', 'mohon', 'pipa']
DGxUyZ-voIy;daerah wisma pagesangan mati air sih capek sayaa;['cenderung', 'daerah', 'dalam', 'kecil', 'keluar', 'puasa', 'tambak']
DGu2hX1Pzqs;rumah pdam bocor adu aplikasi kira hari loh tidak tahu nya gerak cepat good job;['nyala']
DGrrfRXPNh9;admin cekq bayar tagih ga keluar tagih nyakatanya bayar periode tanggal tanggal ga keluar tagih nyatlp layan langgan suruh bayar tanggal bayar tagih;['bayar', 'tagih', 'tanggal']
DGrrfRXPNh9;ijin admin buka tutup;['catat', 'mati', 'meter', 'tahun']
DGpnXY6vHSI;air area tegalsari keruh an baik;['bocor', 'keran', 'meter', 'rusak', 'stop', 'tanggung']
DGpnXY6vHSI;ok terima kasih;['bayar', 'laku', 'profesional', 'tugas']
DGpnXY6vHSI;air graha sampurna wiyung mati ga informasi;['baik', 'layan']
DGo6xcJztU0;pdam tarif keluarga pakai habis ribu an;['baik', 'cepat', 'gerak', 'kasih', 'terima']
DGo6xcJztU0;lurah medok cantik admin;['cuci', 'dan', 'keruh', 'mandi', 'muka', 'pakai']
DGo6xcJztU0;tolak surat pemberitahuan tidak proses ganti langgan informasi surat resmi ke rumah rawan tipu ampo;['ecek', 'jambang', 'kali']
DGo6xcJztU0;air bau kaporit banget;['ada', 'call', 'pompa', 'tugas']
DGo6xcJztU0;ganti tahun uda x catat meter gerak cepat mati lapor rumah meter mati tidak kayak pln meter mati tahun kontrak bayar abonemen meterran rusak ehh ndilalah catat meter ganti report meter mati alhasil bayar tagih belakang total jutaa;['keluar', 'setro', 'utara']
DGo6xcJztU0;mem;['bayar', 'biar', 'biaya', 'cerah', 'ganti', 'hubung', 'jelas', 'keran', 'nunggu', 'nya', 'stop', 'tugas']
DGo6xcJztU0;habis ganti meter habis;['gratis', 'wonocolo']
DGo6xcJztU0;bayar tidak;['bayar', 'hutang']
DGo6xcJztU0;remaja kualitas air kawan tahun kualitas air ga stabil keruh;['admin', 'lengkap', 'syarat']
DGo6xcJztU0;benar gratis admin klau ganti meter air biaya;['daerah', 'kak', 'mati']
DGo6xcJztU0;kualitas jelek sih ini kadang keluar putih kayak campur mah anak main sabun dalam bak kualitas air mandi gatal dan keruh sekali sampai kasih kaos kaki keran nya cuci kaos kaki beberapa hari kotor sekali apa wilayah;['semangat']
DGo6xcJztU0;kaca meter air rumah embun buram laku aju ganti dl admin;['hampir', 'keluar', 'kenjeran', 'malam', 'minggu', 'siang']
DGo6xcJztU0;bubut;['alas', 'golong', 'rubah', 'ubah']
DGo6xcJztU0;ga surat surat perijinan rumah;['ga', 'halo', 'pesan', 'skrng', 'smpe', 'tanggap']
DGo6xcJztU0;meter mati ttd aplikasi tugas tidak lanjut admin;['alhamdulillah']
DGo6xcJztU0;semenjak meter rumah ganti air rumah tidak nyala;['daerah', 'dukuh', 'kecil', 'pakis', 'tekan']
DGo6xcJztU0;pakklu tinggi meter bayar tidak letak bawah susah tugas klu cek meter;['pdam', 'semangat']
DGo6xcJztU0;gratis admin;[]
DGo6xcJztU0;protes ganti meter maka tagih tajam nya persis tahun benar;['bayar', 'gojek', 'grab']
DGo6xcJztU0;surabaya barat ganti;['keren']
DGo6xcJztU0;memang pdam program ganti meter mohon langgan informasi kait lurah sampai rw terus warga masyarakat;['kak', 'pasang', 'progres']
DGo6xcJztU0;ganti keran nya ngga gratis admin;['h', 'informasi']
DGo6xcJztU0;lurah pacarkembang admin;['air', 'isuk', 'jam', 'kalijudan', 'macet', 'sore']
DGo6xcJztU0;kendangsari ga admin;['air', 'bulak', 'cenderung', 'datang', 'debit', 'gali', 'kata', 'kecil', 'keluar', 'keruh', 'lancar', 'lapor', 'memang', 'rukem', 'siang', 'tidak', 'timur']
DGo6xcJztU0;bulan inspeksi tindak lanjut meter air buram tidak putar;['pompa', 'warga']
DGo6xcJztU0;meter kaca ngembungak camat sawah lurah banyuurip admin aju ganti;['bu', 'buron', 'hutang', 'pinjol', 'suruh']
DGo6xcJztU0;lapor kena biaya ganti meter;['komunikasi', 'langgan']
DGo6xcJztU0;ganti meter;['cepat', 'kerja', 'moga', 'selesai']
DGo6xcJztU0;alir air pdam kecil perlu ganti meter nya;['admin', 'daerah', 'mati', 'selesai']
DGo6xcJztU0;tambak wedi kapan kah meter buram;['alir', 'gaada', 'mojo', 'ta']
DGo6xcJztU0;lapor meter buram dilihatdicatat tindak lanjut;['keluar', 'sama', 'sekali', 'siwalankerto']
DGo6xcJztU0;gunung anyar admin;['allah', 'jalan', 'lindung', 'masya', 'tabarakallah']
DGo6xcJztU0;lokasi ketintang admin;['dinoyo']
DGo6xcJztU0;air pdam januari puluh kaget bayar februari ratus rumah jarang tempat nya ratus;['juang', 'keluarga', 'mungkin', 'operator', 'pam', 'sehat', 'semangat', 'surabaya', 'tugas', 'warga']
DGo6xcJztU0;pakis gunung nunggu gilir area sawah;['pam', 'semangat']
DGo6xcJztU0;aja;['libur', 'selamat']
DGmkEJ0Shq8;mantap;[]
DGmkEJ0Shq8;mantap admin lanjut;['keren', 'video']
DGmW0kySP2b;kak tidak putar kena air hujan perlu ganti;['iv', 'keruh', 'pak']
DGmW0kySP2b;kerja ganti stop keran selesai bayar;['keruh', 'kotor', 'murah']
DGmW0kySP2b;stop keran meter rusak bocor patah tanggung admin;['harga']
DGmW0kySP2b;laku bayar tugas profesional;['selamat']
DGkPIvcvtCI;layan baik;['admin', 'cek', 'pesan']
DGkPIvcvtCI;terima kasih baik gerak cepat;['pagi']
DGkPIvcvtCI;permisi admin tugas pdam bilang program pdam meter ganti gratis benar admin;['info', 'mandi', 'nguras', 'pas']
DGkPIvcvtCI;oke tuju;['air', 'bak', 'bersih', 'campur', 'mandi', 'mohon', 'siap']
DGjomxtTHm8;layan bocor cepat atas;['pak', 'semangat']
DGjomxtTHm8;layan cepat mantap;['kebraon', 'mati', 'pdam']
DGjomxtTHm8;hormat amat kualitas air nya benerin lapor air keruh coklat abu cuci piring was kualitas mandi kumur berwudhu perhati kualitas air terima kasih;['mampu', 'sahabat']
DGiEuz9vnKr;selamat malam admin permisi daerah pakis baik air kotor dikrkuarkan memang baik air kotor nguras bak mandi;['cek', 'ganggu', 'mohon', 'pagi', 'pesan', 'selamat']
DGiEuz9vnKr;air nya keruh admin gosok gigi cuci muka mandi dan lain pakai air keruh gtu;['admin']
DGiEuz9vnKr;januari lapor air keruh coklat tanggal januari bening keruh abu cuci piring tidak layak;['ganti', 'nyala', 'rumah', 'semenjak']
DGiEuz9vnKr;selamat malam admin maaf out of topic daerah kupang air kotor admin;['admin', 'lurah']
DGhXva7v5Hh;air daerah jambang kecil lapor kali kali tugas ecek;['alir', 'ganti', 'kecil', 'meter', 'nya', 'perlu']
DGfzWbivqgy;admin daerah mampir utara air mati;[]
DGfLJn7v9ir;mohon bantu wilayah jagir sidomukti air keruh;['atas', 'bocor', 'cepat', 'layan']
DGfLJn7v9ir;mantap;['mantap']
DGe2WlxPbvn;malam baik pdamnya air perum ikip gunung mati pagi barusan keluar kecil;['gang', 'lanjut', 'tindak', 'wetan']
DGe2WlxPbvn;selesai;['mati', 'pemberitahuan', 'tidak']
DGe2WlxPbvn;air perum ikip gunung anyar lancar lancar air keluar kecil malam keluar;['bocor', 'ditindaklanjuti', 'jalan', 'lapor', 'mohon', 'pdam', 'pesan', 'pipa']
DGe2WlxPbvn;terima kasih info update nya;['video']
DGe2WlxPbvn;gunung anyar tambak dampak alir air rumah kecil;['admin', 'kebraon', 'mati', 'pdam']
DGe2WlxPbvn;hasil admin;['buka', 'enak']
DGcY2FIPTcc;admin daerah sidodadi pipa bocor mohon cek;['air', 'bukan', 'edukasi', 'kasih', 'keruh', 'kualitas', 'lapor', 'masyarakat', 'moga', 'mohon', 'nya', 'perhati', 'terima']
DGZ7MuDvXk3;admin pdam mati tanggal gin call pdam surabaya ada tugas tugas sikeras tekan pompa ga tandon kanan kiri gali pipa hitam sambung dalam sedang call pdam tugas yang sangkut tidak solusi bypas pompa tidak ada tugas bantu kasus;['admin', 'biaya', 'kena', 'pasang']
DGZYtHQz-lx;pindah meter kanan kiri depan belakang meter;['bantu', 'keruh', 'mohon', 'wilayah']
